User-ID,bookId,Book-Rating
2033,28736,5
2090,30280,1
2105,43342,4
2106,7603,3
2110,42513,1
2110,18943,4
2110,19448,4
2110,34921,5
2110,30351,1
2110,34628,1
2110,11604,1
2132,37074,1
2132,37076,1
2132,37339,4
2139,4408,4
2139,5214,4
2148,32234,4
2152,16059,4
2152,7510,4
2172,5159,3
2179,18937,5
2183,5203,5
2189,11472,4
2189,2051,4
2199,933,5
2275,37819,1
2276,31226,5
2276,31358,4
2276,13146,5
2276,5575,1
2276,2285,5
2276,15654,1
2276,43994,1
2276,13997,4
2276,1869,5
2276,9539,1
2276,28735,5
2276,13995,5
2276,13994,5
2276,13990,1
2281,32435,4
2281,28695,1
2287,27003,1
2287,34844,4
2288,35126,1
2308,5203,1
2313,18132,5
2313,5216,5
2313,18534,1
2313,11437,1
2313,4936,4
2313,15594,4
2324,43059,1
2337,37435,4
2337,2122,4
2355,28940,4
2357,4953,4
2358,31351,1
2358,3710,1
2358,5186,1
2358,19181,1
2358,45220,3
2358,5203,1
2358,17707,4
2386,5168,1
2388,37435,3
2395,6422,1
2399,15578,1
2437,17054,1
2439,28756,4
2439,33263,4
2461,24985,4
2466,6422,5
2481,18646,4
2482,15096,1
2499,6613,3
2503,7061,4
2545,45449,1
2559,27397,1
2589,5176,1
2605,22649,4
2608,5205,1
2630,11138,4
2630,27523,1
2638,3476,4
2643,13986,5
2651,19668,1
2651,19687,4
2685,15563,5
2719,44537,4
2738,28,1
2766,15096,4
2766,37435,1
2766,5213,1
2766,1845,1
2766,15676,1
2766,3471,1
2766,8921,1
2766,26482,1
2766,15594,3
2766,9789,4
2766,29209,1
2793,2,1
2793,39031,1
2793,17781,1
2793,43488,1
2855,19687,4
2891,14248,5
2891,5220,1
2891,13651,3
2891,18646,1
2891,37435,4
2891,3985,1
2891,2187,1
2891,12823,1
2891,12609,1
2891,3711,1
2891,16948,5
2891,5216,4
2891,5219,1
2891,11346,1
2891,24985,4
2891,24984,1
2891,28001,1
2891,31912,1
2891,5211,5
2891,1618,4
2891,11341,1
2891,38338,1
2891,43544,1
2891,5799,1
2907,12664,1
2957,44521,1
2977,4965,4
2977,10108,4
2977,5186,3
2977,771,1
2977,4953,2
2977,11623,1
2977,6221,1
2977,5348,1
2977,5005,1
2977,5203,5
2977,7579,1
2977,9789,1
2977,25200,1
2977,7603,1
3017,23046,5
3020,7510,1
3052,1618,5
3077,41840,4
3100,5191,3
3104,1869,4
3113,5187,3
3142,37077,4
3145,38695,4
3145,13141,1
3145,13075,5
3145,38855,5
3145,27523,1
3167,27003,1
3167,15578,1
3167,41331,5
3167,32682,1
3191,2872,3
3192,9012,4
3268,10563,1
3282,32446,4
3310,11604,4
3329,5348,4
3331,6552,2
3331,30364,5
3344,7061,5
3346,24813,5
3362,4953,4
3363,15096,1
3363,18943,1
3363,14566,1
3363,32814,1
3363,2619,1
3363,28942,1
3363,5213,1
3363,22188,1
3363,42177,1
3363,5186,1
3363,39045,1
3363,3424,1
3363,11101,1
3363,26064,1
3363,16200,5
3363,6048,1
3363,23549,1
3363,5348,1
3363,3471,1
3363,32502,1
3363,5168,5
3363,5167,1
3363,3631,1
3363,28569,1
3363,3562,5
3363,14056,1
3363,35056,1
3363,27397,1
3363,31089,1
3363,14748,1
3363,22649,1
3363,18655,1
3363,1869,1
3363,30398,1
3371,23316,1
3371,40530,3
3371,4944,5
3371,15859,1
3371,5196,1
3371,30364,1
3371,37954,5
3373,15096,1
3373,7347,1
3373,3107,1
3373,43933,3
3373,43332,3
3373,28566,1
3379,13075,1
3400,4250,1
3416,9298,4
3471,17724,4
3496,998,1
3509,26187,4
3538,14945,1
3538,155,3
3541,15746,4
3546,8954,4
3556,44184,1
3573,28759,1
3573,28760,1
3573,28734,5
3578,2612,5
3578,4346,5
3601,5213,4
3605,22026,4
3633,18943,1
3640,8954,4
3640,34628,3
3640,43342,3
3643,2052,1
3668,14748,1
3669,5168,5
3675,30593,4
3719,13254,3
3731,45116,1
3752,45046,3
3761,2923,5
3767,15157,1
3814,3711,4
3814,29209,3
3821,5220,4
3827,23316,4
3827,5728,4
3827,5497,4
3827,830,1
3840,33512,1
3853,31626,5
3856,103,1
3865,5175,4
3910,18655,4
3917,2526,4
3917,30681,3
3917,2052,4
3917,25148,4
3917,10238,4
3917,4264,3
3917,4267,4
3923,41784,3
3951,25014,4
3975,7531,5
3977,5197,1
4017,5129,5
4017,10908,1
4017,37435,1
4017,2526,5
4017,18517,5
4017,37329,5
4017,28940,3
4017,41688,4
4017,32234,1
4017,5213,1
4017,5176,5
4017,10739,5
4017,5186,5
4017,5187,5
4017,1845,5
4017,19361,5
4017,11728,5
4017,15015,5
4017,16450,4
4017,5216,5
4017,5204,5
4017,2872,1
4017,11449,5
4017,14286,4
4017,18723,1
4017,18655,1
4017,15981,3
4017,1894,1
4017,2855,5
4017,15019,5
4017,29209,5
4090,5191,4
4092,15448,1
4092,15497,1
4092,28485,1
4092,1307,1
4092,28482,1
4092,28484,1
4092,28483,1
4092,7966,3
4092,43895,4
4098,3869,5
4098,30978,4
4103,15015,1
4114,21615,1
4131,24777,4
4131,12016,4
4144,40020,1
4144,33734,4
4157,5191,1
4157,9012,5
4157,28,4
4157,1445,1
4183,16033,1
4183,14748,3
4188,2872,5
4197,7515,3
4197,41711,4
4221,9298,5
4221,9416,5
4223,15104,4
4223,41490,4
4228,14249,1
4303,3985,5
4303,10607,3
4334,23046,4
4365,12609,5
4370,5220,1
4385,40530,1
4385,30380,5
4385,30349,5
4385,30385,1
4385,30348,1
4385,30376,5
4385,30364,5
4385,30382,5
4385,30384,5
4386,5204,3
4419,1846,1
4433,17780,1
4483,5129,3
4483,23966,5
4541,6613,1
4547,20862,1
4570,27397,4
4571,4965,3
4571,32234,1
4571,7061,5
4591,39031,4
4599,890,5
4600,30196,1
4622,10210,1
4622,5197,1
4622,3103,1
4622,9418,1
4622,27323,1
4653,337,1
4669,5191,3
4708,5196,1
4774,24751,4
4781,31626,1
4785,1898,1
4785,43545,1
4785,2249,1
4785,10238,3
4795,5220,5
4802,34440,2
4809,15881,4
4845,16059,1
4864,2654,5
4864,11604,1
4896,15015,1
4900,3985,4
4900,11297,1
4907,36434,1
4937,43937,3
4938,33774,1
4938,17724,1
4938,37678,5
4938,15044,1
4973,22623,1
4999,7061,5
5034,5720,5
5037,7510,1
5037,43342,1
5048,1898,1
5048,23420,4
5048,37476,5
5091,29471,4
5100,3471,1
5101,37819,3
5102,11071,4
5158,23080,1
5163,1845,3
5173,2541,5
5204,4921,5
5209,32769,5
5209,36315,5
5209,36321,5
5268,5191,1
5268,22026,1
5273,24875,4
5286,25148,4
5290,8954,1
5296,5187,3
5297,933,4
5337,2265,3
5346,5942,5
5361,42647,4
5375,7531,1
5385,23584,4
5385,12381,4
5385,37566,2
5414,10890,1
5424,11472,5
5439,6854,1
5439,6425,1
5439,41918,1
5439,5168,1
5439,31093,1
5439,1869,5
5468,14648,4
5476,13146,3
5483,32443,1
5483,21845,1
5483,17781,1
5483,18427,1
5490,5220,4
5490,3985,1
5490,5213,1
5499,21841,5
5501,24984,4
5539,37435,4
5539,44543,1
5539,4370,1
5539,23316,1
5539,5213,1
5539,16448,1
5539,5205,1
5539,43996,5
5539,43995,5
5543,43150,1
5553,31335,4
5562,18655,4
5582,16857,4
5582,32628,4
5582,3384,4
5582,6422,5
5582,6858,5
5582,40483,4
5582,11627,4
5582,11101,4
5582,29949,5
5582,2122,5
5582,18750,3
5582,25190,3
5582,30280,5
5582,31093,5
5582,2253,3
5582,36434,5
5582,11043,4
5582,16893,5
5582,33734,4
5609,5575,1
5609,10613,1
5609,2373,1
5609,5219,1
5609,13812,1
5609,11604,1
5669,2052,1
5669,6259,1
5709,19448,4
5722,5220,4
5728,18127,5
5728,28566,3
5733,8680,1
5737,5171,1
5741,43996,4
5760,5348,1
5761,5175,1
5768,5187,4
5777,7769,1
5782,5213,4
5783,32435,4
5783,32446,4
5815,33667,5
5834,10134,4
5850,5161,1
5850,41219,1
5875,43545,3
5902,37435,1
5903,23226,1
5903,5215,1
5903,5220,1
5903,3384,1
5903,37435,1
5903,27003,1
5903,6200,1
5903,27000,1
5903,6422,1
5903,5190,1
5903,5171,1
5903,5176,1
5903,22898,1
5903,41951,1
5903,11780,1
5903,28001,1
5903,10718,1
5903,14748,1
5903,9789,1
5903,25,5
5903,24,1
5903,22649,4
5903,22,1
5932,44595,2
5942,27303,4
5958,22035,3
5963,1433,1
5975,7749,1
6015,5213,3
6017,4273,5
6018,3476,3
6018,13839,4
6022,7510,4
6035,11468,5
6066,34493,4
6073,14362,5
6073,357,5
6073,18133,5
6073,41219,5
6073,3388,5
6073,6259,5
6073,3446,5
6092,28940,4
6092,18,1
6102,27003,5
6102,3711,4
6115,7035,1
6139,9571,3
6140,5203,1
6160,1936,1
6161,21686,1
6162,42036,1
6238,2535,4
6238,2530,5
6238,2542,4
6238,2526,5
6238,2528,5
6238,5942,5
6238,15667,5
6238,35270,4
6242,2654,4
6242,15096,3
6242,4965,4
6242,28940,3
6242,3985,3
6242,1898,4
6242,5167,3
6242,32096,4
6242,5975,3
6242,27999,3
6242,42647,4
6242,29209,4
6242,4267,3
6242,23438,3
6243,5197,5
6251,5220,1
6251,18943,1
6251,6691,1
6251,44543,1
6251,12577,5
6251,31818,4
6251,18517,1
6251,28940,1
6251,6854,5
6251,6424,4
6251,5213,1
6251,41335,1
6251,31335,1
6251,8515,1
6251,28356,4
6251,4953,2
6251,28881,5
6251,16200,1
6251,5544,1
6251,6221,1
6251,2265,1
6251,9282,1
6251,17214,1
6251,13075,1
6251,5168,1
6251,2373,1
6251,11346,1
6251,30246,1
6251,18,5
6251,10631,1
6251,15316,1
6251,2723,1
6251,42157,1
6251,5203,1
6251,11991,1
6251,30852,1
6251,7606,1
6251,40189,4
6251,3388,1
6251,14748,1
6251,5174,1
6251,18957,5
6251,5319,1
6251,2745,1
6251,1869,1
6251,7967,1
6251,7603,1
6251,44513,5
6251,7035,1
6251,1618,5
6251,7061,1
6251,15890,1
6251,6505,1
6254,27523,5
6280,13037,3
6302,17319,3
6308,5204,4
6312,27298,4
6318,11604,3
6323,9082,4
6323,30363,1
6323,12478,1
6323,7662,3
6323,43342,1
6323,27999,4
6330,11553,1
6333,37435,1
6339,26482,4
6345,32576,4
6345,14748,1
6366,11486,1
6366,24001,3
6368,6425,5
6368,22649,1
6401,4681,3
6426,8706,1
6431,1120,5
6431,19670,1
6431,15881,5
6431,32432,1
6432,28759,1
6432,28760,1
6432,28734,1
6452,5204,3
6472,9416,4
6496,6854,1
6507,25623,3
6509,11771,3
6509,9577,4
6516,357,3
6532,36317,5
6532,348,5
6532,32438,2
6532,32435,4
6535,13104,1
6535,31742,1
6537,27003,1
6537,5213,4
6537,5168,4
6537,9912,1
6543,10750,5
6543,24751,1
6543,24739,4
6543,18646,3
6543,24736,1
6543,3476,1
6543,4965,1
6543,37435,5
6543,12829,1
6543,6854,1
6543,6422,1
6543,6858,1
6543,6424,4
6543,11297,5
6543,5942,1
6543,4953,1
6543,7062,1
6543,28881,5
6543,8627,1
6543,7045,1
6543,7494,1
6543,2723,3
6543,16177,1
6543,3388,4
6543,18723,3
6543,14183,1
6543,15436,1
6543,24814,1
6543,7035,4
6543,20059,3
6543,29209,5
6543,10563,1
6563,23226,3
6563,9301,1
6563,18943,4
6563,22656,1
6563,5161,4
6563,9012,1
6563,8515,1
6563,26654,5
6563,4953,1
6563,5175,1
6563,34301,1
6563,13149,1
6563,13138,4
6563,13146,1
6563,5168,1
6563,41951,1
6563,15104,4
6563,5203,1
6563,14748,5
6563,18655,1
6563,16451,5
6563,40020,1
6563,42647,1
6564,37619,5
6564,3581,5
6566,40328,4
6566,6562,4
6566,7061,5
6569,43342,1
6575,23226,1
6575,26097,1
6575,15096,1
6575,3344,1
6575,5161,4
6575,19308,4
6575,4965,1
6575,37435,4
6575,44543,1
6575,2526,4
6575,11038,4
6575,35052,1
6575,20182,1
6575,28940,4
6575,18190,1
6575,3985,5
6575,6854,1
6575,6422,5
6575,6858,1
6575,6424,5
6575,6425,1
6575,5191,1
6575,27252,4
6575,10993,1
6575,5190,1
6575,5197,1
6575,3711,1
6575,4953,4
6575,7531,4
6575,15101,1
6575,5187,1
6575,17650,1
6575,14257,5
6575,6869,1
6575,5205,4
6575,16200,1
6575,33936,4
6575,9282,1
6575,43545,1
6575,3471,1
6575,13075,1
6575,7510,1
6575,5168,4
6575,13148,1
6575,16450,4
6575,42959,1
6575,8548,3
6575,32096,1
6575,5198,1
6575,5204,1
6575,2872,1
6575,35088,1
6575,43335,1
6575,11553,4
6575,35348,1
6575,33075,1
6575,11437,1
6575,40189,4
6575,18828,3
6575,41219,1
6575,44255,4
6575,28093,1
6575,38855,1
6575,27397,1
6575,28553,1
6575,14748,1
6575,18655,1
6575,4599,5
6575,40020,1
6575,1869,1
6575,11174,3
6575,15453,1
6575,21152,1
6575,5211,1
6575,7035,1
6575,7061,5
6575,29209,1
6577,14785,4
6577,32446,1
6577,5204,1
6582,28570,1
6582,32226,3
6597,9873,1
6599,28730,5
6604,15806,1
6611,7579,1
6637,37435,5
6679,5168,5
6679,11604,5
6689,22904,5
6704,37435,5
6745,2122,1
6772,43930,1
6772,9416,3
6772,31373,4
6772,30458,1
6781,28570,1
6789,3476,1
6795,5348,1
6796,5168,1
6803,11486,5
6840,34506,1
6865,8515,1
6866,37074,1
6866,37339,1
6866,19448,1
6866,29623,1
6893,21686,5
6894,29209,1
6900,5213,5
6900,5168,1
6900,30351,1
6958,27,5
6958,19687,1
6968,11551,3
6988,13069,4
6990,8515,1
6990,32626,1
7033,19670,3
7033,27363,1
7056,28566,1
7072,19435,4
7079,40483,5
7082,6854,4
7082,6422,3
7082,6858,1
7082,6424,1
7082,10989,4
7082,2968,1
7088,14839,3
7105,17690,1
7105,37435,4
7105,15104,5
7105,9789,1
7105,22,1
7107,10471,1
7125,5220,4
7125,18943,1
7125,10908,1
7125,22774,4
7125,7531,5
7125,5175,4
7125,37304,1
7125,10912,4
7125,43932,1
7125,18427,5
7125,14748,4
7125,26187,2
7125,22649,4
7125,16451,5
7125,1869,1
7125,5211,1
7125,7035,1
7125,7061,1
7134,12349,4
7134,14243,5
7134,13872,1
7134,7061,4
7158,3476,5
7158,42172,1
7158,5157,1
7158,6869,1
7158,32443,1
7158,15676,1
7158,9282,1
7158,5575,1
7158,7494,4
7158,7510,1
7158,5168,4
7158,5219,1
7158,5204,1
7158,11346,1
7158,30376,1
7158,15746,1
7158,41490,1
7158,43342,1
7158,22076,1
7158,5148,1
7158,5214,1
7158,14748,1
7158,23841,1
7158,15763,4
7158,30398,1
7160,3471,5
7202,15688,4
7210,2794,3
7210,11235,1
7210,40483,1
7218,9789,5
7228,5168,4
7233,24777,3
7245,33282,1
7261,5207,1
7266,32682,4
7272,4693,3
7283,31351,4
7283,37435,1
7283,4953,1
7283,9416,1
7283,14748,4
7286,10108,1
7286,34548,1
7286,6619,5
7286,25200,1
7286,7603,1
7287,5204,1
7306,5220,4
7306,5157,1
7312,6422,1
7312,6425,1
7312,40530,1
7312,6286,1
7316,37819,5
7338,19687,5
7341,37819,1
7341,5175,5
7346,23226,1
7346,34503,5
7346,5220,1
7346,37819,1
7346,18943,1
7346,25052,1
7346,12349,1
7346,8954,1
7346,28940,1
7346,23316,1
7346,3985,1
7346,6422,4
7346,6858,4
7346,6424,4
7346,15448,1
7346,7681,1
7346,539,4
7346,26289,1
7346,16059,1
7346,15534,3
7346,15460,3
7346,23404,1
7346,19672,1
7346,14785,1
7346,5348,5
7346,5196,1
7346,43933,1
7346,13143,1
7346,5168,1
7346,8548,1
7346,11226,1
7346,2373,4
7346,39034,1
7346,41490,1
7346,44255,1
7346,27397,1
7346,14748,1
7346,1869,1
7346,2743,1
7346,15019,1
7346,29209,1
7352,5348,4
7352,15157,1
7371,14249,5
7400,43545,4
7403,43781,1
7404,6613,3
7431,3711,4
7441,32262,1
7482,35308,1
7509,37819,5
7509,5171,4
7509,5205,1
7523,14249,1
7547,3384,1
7557,5942,3
7557,10055,4
7569,5196,1
7569,15157,1
7569,44758,1
7569,31373,1
7576,28,5
7579,14839,1
7614,3711,5
7620,2873,1
7630,2430,1
7651,2373,4
7692,19688,1
7744,12609,5
7747,935,1
7749,9303,1
7809,24985,5
7819,18943,1
7819,32234,1
7820,14748,4
7840,407,1
7841,1845,5
7841,668,5
7841,30852,5
7841,7967,4
7860,5168,4
7874,37435,5
7882,2081,5
7886,33441,1
7887,15676,1
7887,2743,5
7890,14748,1
7890,6613,4
7893,5171,4
7898,40530,1
7904,43352,1
7909,5204,2
7913,42986,4
7913,4656,4
7915,18943,1
7915,6854,4
7915,6422,1
7915,6858,5
7915,6424,5
7915,6425,1
7915,16448,1
7915,26654,3
7915,7062,1
7915,27,3
7915,1845,1
7915,11728,1
7915,15859,1
7915,7510,1
7915,5168,1
7915,16450,1
7934,5220,1
7958,19075,1
7958,45220,5
7958,27451,4
7958,4454,5
7970,7967,4
7980,12016,4
7985,15654,1
8018,22028,1
8019,355,5
8027,19661,1
8027,5205,1
8040,6871,3
8040,19685,3
8065,23521,1
8066,37435,5
8066,5187,1
8066,9282,1
8066,5168,4
8066,3469,1
8066,35088,1
8066,40189,1
8066,44255,1
8066,14748,4
8066,25,2
8066,26417,2
8066,7603,1
8066,42647,4
8066,7035,1
8066,7061,1
8066,29209,1
8067,23226,1
8067,19448,5
8067,8954,1
8067,6854,1
8067,6422,5
8067,6858,1
8067,6424,5
8067,7531,5
8067,3471,4
8067,15316,5
8067,16451,4
8067,33795,5
8067,33439,1
8067,33445,5
8089,32502,4
8089,2373,5
8094,17184,1
8100,10969,1
8109,28566,1
8142,18655,4
8183,5207,1
8185,28569,4
8187,6854,4
8187,6422,4
8187,6858,4
8187,6424,4
8187,6425,4
8188,2526,5
8220,5168,5
8234,5191,4
8234,33667,5
8245,31316,5
8245,41424,5
8245,4965,5
8245,6858,1
8245,2612,1
8245,27252,4
8245,5186,1
8245,5205,1
8245,34301,5
8245,11286,1
8245,5204,3
8245,2873,5
8245,2249,4
8245,27397,1
8245,10910,4
8245,6613,4
8245,40020,1
8245,5211,5
8250,5191,1
8250,5107,1
8250,18127,4
8250,1869,1
8250,1894,1
8253,5129,5
8253,5220,5
8253,37819,4
8253,3384,1
8253,2696,1
8253,14942,1
8253,28940,1
8253,3985,1
8253,5191,5
8253,27252,1
8253,3711,4
8253,17650,1
8253,6869,1
8253,19668,1
8253,19670,1
8253,5720,1
8253,15974,1
8253,5204,1
8253,24984,5
8253,1931,1
8253,5203,5
8253,11767,1
8253,14748,1
8255,27252,5
8255,24,4
8264,1383,5
8284,6425,1
8284,15859,1
8284,30410,1
8284,33734,1
8284,33735,5
8290,6619,3
8292,44543,3
8296,27451,5
8310,14249,1
8314,1618,5
8362,26931,1
8362,3302,1
8362,37435,1
8362,10222,1
8362,42172,1
8362,5191,1
8362,5158,4
8362,5196,1
8362,13146,1
8362,5575,1
8362,5216,1
8362,5204,4
8380,15216,4
8454,1709,5
8454,37819,4
8454,18943,5
8454,18646,1
8454,3476,4
8454,37435,5
8454,27003,4
8454,27000,1
8454,44543,5
8454,5191,5
8454,3711,4
8454,3710,1
8454,23700,4
8454,5205,3
8454,38695,4
8454,40189,5
8454,44255,4
8454,14748,4
8454,1869,5
8454,42647,1
8454,1618,5
8480,44595,1
8487,5158,1
