BookID,Title,Author,5 stars,4 stars,3 stars,2 stars,1 star,Number of reviewers,Pages,Book format,Language,GenreLink,Series,PublishYear,isbn,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
25,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,17538,24386,14950,3033,1034,2904,304,Paperback,English,3419048,,1999,076790382X,Broadway Books,http://images.amazon.com/images/P/076790382X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/076790382X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/076790382X.01.LZZZZZZZ.jpg
21,A Short History of Nearly Everything,Bill Bryson,148642,107175,43679,11681,7134,12905,544,Paperback,English,2305997,,2003,076790818X,Broadway,http://images.amazon.com/images/P/076790818X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/076790818X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/076790818X.01.LZZZZZZZ.jpg
35,The Lord of the Rings,"J.R.R. Tolkien, Alan       Lee",385526,136484,47241,12496,6876,12021,1216,Hardcover,English,3462456,The Lord of the Rings,1955,0618260587,Houghton Mifflin Company,http://images.amazon.com/images/P/0618260587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618260587.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618260587.01.LZZZZZZZ.jpg
34,The Fellowship of the Ring,"J.R.R. Tolkien, Francis Ledoux, Maria Skibniewska",1432136,634598,251413,69321,49216,24659,398,Paperback,English,3204327,The Lord of the Rings,1954,0618346252,Houghton Mifflin Company,http://images.amazon.com/images/P/0618346252.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618346252.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618346252.01.LZZZZZZZ.jpg
53,Guts: The True Stories behind Hatchet and the Brian Books,Gary Paulsen,821,882,636,144,59,385,144,Hardcover,English,67763,Brian's Saga,2001,0385326505,Delacorte Press,http://images.amazon.com/images/P/0385326505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385326505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385326505.01.LZZZZZZZ.jpg
66,The Changeling,Philippa Carr,163,157,118,22,2,23,369,Mass Market Paperback,English,4434,Daughters of England,1989,0449146979,Ivy Books,http://images.amazon.com/images/P/0449146979.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449146979.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449146979.01.LZZZZZZZ.jpg
74,The John McPhee Reader,"John McPhee, William Howarth",351,230,57,6,2,43,416,Paperback,English,4438,John McPhee Reader,1976,0374517193,"Farrar, Straus and Giroux",http://images.amazon.com/images/P/0374517193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374517193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374517193.01.LZZZZZZZ.jpg
77,The Control of Nature,John McPhee,1796,1534,524,91,25,337,288,Paperback,English,1391038,,1989,0374522596,Noonday Press,http://images.amazon.com/images/P/0374522596.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374522596.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374522596.01.LZZZZZZZ.jpg
78,Annals of the Former World,John McPhee,2044,1056,391,104,56,269,720,Paperback,English,88676,Annals of the Former World,1998,0374518734,"Farrar, Straus and Giroux",http://images.amazon.com/images/P/0374518734.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374518734.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374518734.01.LZZZZZZZ.jpg
79,Coming Into the Country,John McPhee,2802,2384,928,155,61,317,448,Paperback,English,518787,,1977,0374522871,Noonday Press,http://images.amazon.com/images/P/0374522871.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374522871.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374522871.01.LZZZZZZZ.jpg
83,Rising from the Plains,John McPhee,663,586,223,31,7,124,208,Paperback,English,1391039,Annals of the Former World,1986,0374520658,Noonday Press,http://images.amazon.com/images/P/0374520658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374520658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374520658.01.LZZZZZZZ.jpg
85,The Heidi Chronicles,Wendy Wasserstein,446,536,437,146,43,85,81,Paperback,English,17506124,,1988,0822205106,Dramatists Play Service Inc,http://images.amazon.com/images/P/0822205106.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822205106.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822205106.01.LZZZZZZZ.jpg
86,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,900,914,699,202,84,71,249,Paperback,English,4450,,1988,0679734996,Vintage Books USA,http://images.amazon.com/images/P/0679734996.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679734996.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679734996.01.LZZZZZZZ.jpg
93,Heidi,"Johanna Spyri, Beverly Cleary, Angelo  Rinaldi",65952,58513,41067,9133,2567,4206,352,Paperback,English,1738595,Heidi,1880,0753454947,Kingfisher,http://images.amazon.com/images/P/0753454947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0753454947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0753454947.01.LZZZZZZZ.jpg
98,What to Expect the First Year,"Heidi Murkoff, Sharon Mazel, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",5299,5796,3913,913,413,942,832,Paperback,English,4462,What to Expect,1989,0761129588,Workman Publishing,http://images.amazon.com/images/P/0761129588.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0761129588.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0761129588.01.LZZZZZZZ.jpg
103,God Emperor of Dune,Frank Herbert,23052,23869,17908,5396,1395,1925,423,Mass Market Paperback,English,3634588,Dune,1981,0441294677,ACE Charter,http://images.amazon.com/images/P/0441294677.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441294677.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441294677.01.LZZZZZZZ.jpg
105,Chapterhouse: Dune,Frank Herbert,16616,16659,11660,3210,878,974,436,Mass Market Paperback,English,3634569,Dune,1985,0441102670,ACE Charter,http://images.amazon.com/images/P/0441102670.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441102670.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441102670.01.LZZZZZZZ.jpg
106,Dune Messiah,Frank Herbert,41933,59274,36721,8241,1902,4883,331,Mass Market Paperback,English,3634570,Dune,1969,0441172695,ACE Charter,http://images.amazon.com/images/P/0441172695.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441172695.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441172695.01.LZZZZZZZ.jpg
109,Heretics of Dune,Frank Herbert,17769,20378,14775,3746,921,1110,480,Hardcover,English,3634575,Dune,1984,0399128980,Putnam Publishing Group,http://images.amazon.com/images/P/0399128980.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399128980.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399128980.01.LZZZZZZZ.jpg
122,The Power of One,Bryce Courtenay,44373,24837,9029,2413,1382,5368,544,Paperback,English,649656,The Power of One,1989,034541005X,Ballantine Books,http://images.amazon.com/images/P/034541005X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034541005X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034541005X.01.LZZZZZZZ.jpg
117,Heretics of Dune,Frank Herbert,17771,20379,14776,3747,921,1110,471,Mass Market Paperback,English,3634575,Dune,1984,0441328008,ACE Charter,http://images.amazon.com/images/P/0441328008.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441328008.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441328008.01.LZZZZZZZ.jpg
155,Anna Karenina,"Leo Tolstoy, Amy Mandelker, Constance Garnett",290820,227307,121855,37054,17642,25692,803,Paperback,English,2507928,,1877,1593080271,Barnes &amp; Noble Books-Imports,http://images.amazon.com/images/P/1593080271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1593080271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1593080271.01.LZZZZZZZ.jpg
151,Anna Karenina,"Leo Tolstoy, Richard Pevear, Larissa Volokhonsky",290820,227307,121855,37054,17642,25692,838,Paperback,English,2507928,,1877,0143035002,Penguin Books,http://images.amazon.com/images/P/0143035002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0143035002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0143035002.01.LZZZZZZZ.jpg
153,Anna Karenina,"Leo Tolstoy, Richard Pevear, Larissa Volokhonsky, John Bayley",290820,227307,121855,37054,17642,25692,837,Paperback,English,2507928,,1877,0140449175,Penguin Books Ltd,http://images.amazon.com/images/P/0140449175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140449175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140449175.01.LZZZZZZZ.jpg
152,Anna Karenina,"Leo Tolstoy, David Magarshack, Priscilla Meyer",290820,227307,121855,37054,17642,25692,960,Mass Market Paperback,English,2507928,,1877,0451528611,Signet Classics,http://images.amazon.com/images/P/0451528611.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451528611.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451528611.01.LZZZZZZZ.jpg
162,Untouchable,"Mulk Raj Anand, E.M. Forster",999,1797,1305,330,87,406,160,Paperback,English,4511,,1935,0140183957,Penguin Books,http://images.amazon.com/images/P/0140183957.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140183957.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140183957.01.LZZZZZZZ.jpg
163,The Untouchable,John Banville,933,1203,589,168,57,332,368,Paperback,English,1196354,,1997,0679767479,Vintage Books USA,http://images.amazon.com/images/P/0679767479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679767479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679767479.01.LZZZZZZZ.jpg
180,Wrinkles in Time,"George Smoot, Keay Davidson",467,395,248,68,19,40,360,Paperback,English,4528,The Science Masters Series,1993,0380720442,Perennial Currents,http://images.amazon.com/images/P/0380720442.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380720442.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380720442.01.LZZZZZZZ.jpg
204,The Long Shadow,Cynthia Harrod-Eagles,198,177,95,16,3,23,367,Paperback,English,4549,Morland Dynasty,1983,0751506435,Warner Books,http://images.amazon.com/images/P/0751506435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0751506435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0751506435.01.LZZZZZZZ.jpg
247,Quiet Days in Clichy,Henry Miller,1047,1625,1382,386,125,268,154,Paperback,English,1460732,,1956,080213016X,Grove Press,http://images.amazon.com/images/P/080213016X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080213016X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080213016X.01.LZZZZZZZ.jpg
249,Tropic of Cancer,"Henry Miller, Jiří Níl",18613,21998,16073,6590,3767,3360,318,Paperback,English,543143,Tropic,1934,0802131786,Grove Press,http://images.amazon.com/images/P/0802131786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802131786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802131786.01.LZZZZZZZ.jpg
245,Henry Miller on Writing,"Henry Miller, Thomas H. Moore",496,370,163,29,11,58,217,Paperback,English,4587,,1964,0811201120,New Directions Publishing Corporation,http://images.amazon.com/images/P/0811201120.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811201120.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811201120.01.LZZZZZZZ.jpg
250,Tropic of Capricorn,Henry Miller,5362,6539,4184,1469,735,697,348,Paperback,English,1190908,Tropic,1939,0802151825,Grove Press,http://images.amazon.com/images/P/0802151825.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802151825.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802151825.01.LZZZZZZZ.jpg
251,Nexus,Henry Miller,1415,1428,708,131,21,97,316,Paperback,English,2155836,The Rosy Crucifixion,1959,0802151787,Grove Press,http://images.amazon.com/images/P/0802151787.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802151787.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802151787.01.LZZZZZZZ.jpg
252,Sexus,Henry Miller,3263,3181,1722,541,239,366,506,Paperback,English,859253,The Rosy Crucifixion,1949,0802151809,Grove Press,http://images.amazon.com/images/P/0802151809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802151809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802151809.01.LZZZZZZZ.jpg
253,The Air-Conditioned Nightmare,Henry Miller,850,1152,746,214,70,184,292,Paperback,English,4592,,1945,0811201066,New Directions Publishing Corporation,http://images.amazon.com/images/P/0811201066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811201066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811201066.01.LZZZZZZZ.jpg
264,The Portrait of a Lady,"Henry James, Patricia Crick, Claude Bonnafont",22061,25598,18562,6207,2710,2968,797,Paperback,English,1434368,,1881,0141439637,Penguin Books,http://images.amazon.com/images/P/0141439637.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141439637.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141439637.01.LZZZZZZZ.jpg
269,The Portrait of a Lady,"Henry James, Gabriel Brownstein, Mary Cregan",22061,25599,18562,6207,2710,2968,635,Paperback,English,1434368,,1881,1593080964,Barnes &amp; Noble Books-Imports,http://images.amazon.com/images/P/1593080964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1593080964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1593080964.01.LZZZZZZZ.jpg
277,Writing,Marguerite Duras,501,639,507,190,45,172,91,Paperback,English,1676514,,1993,1571290532,Brookline Books,http://images.amazon.com/images/P/1571290532.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1571290532.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1571290532.01.LZZZZZZZ.jpg
280,The Ravishing of Lol Stein,"Marguerite Duras, Richard Seaver",936,1084,926,397,133,258,181,Paperback,English,378707,,1964,0394743040,Pantheon,http://images.amazon.com/images/P/0394743040.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394743040.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394743040.01.LZZZZZZZ.jpg
289,The Beloved: Reflections on the Path of the Heart,"Kahlil Gibran, John Walbridge, Robin Waterfield",176,144,62,11,6,27,102,Paperback,English,14302796,,1994,014019553X,Penguin Books,http://images.amazon.com/images/P/014019553X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014019553X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014019553X.01.LZZZZZZZ.jpg
290,Jesus the Son of Man,"Kahlil Gibran, جبران خليل جبران",881,764,481,144,45,209,216,Hardcover,English,1673409,,1928,0394431243,Alfred A. Knopf,http://images.amazon.com/images/P/0394431243.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394431243.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394431243.01.LZZZZZZZ.jpg
299,Treasure Island,"Robert Louis Stevenson, Milo Winter",117814,153678,112245,25335,7966,12315,272,Hardcover,English,3077988,,1883,0517221144,Gramercy Books,http://images.amazon.com/images/P/0517221144.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517221144.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517221144.01.LZZZZZZZ.jpg
302,Treasure Island,"Deidre S. Laiken, A.J. McAllister, Robert Louis Stevenson",1459,1175,829,157,37,107,232,Hardcover,English,19019217,Great Illustrated Classics,1977,1577658051,Abdo &amp; Daughters Publishing,http://images.amazon.com/images/P/1577658051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1577658051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1577658051.01.LZZZZZZZ.jpg
330,On Beyond Zebra!,Dr. Seuss,1314,947,716,182,46,223,60,Hardcover,English,4645,,1955,0394800842,Random House Children's Books,http://images.amazon.com/images/P/0394800842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394800842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394800842.01.LZZZZZZZ.jpg
337,El perfume. Historia de un asesino,Patrick Süskind,137640,124600,62516,19782,9250,15397,239,Paperback,Spanish,2977727,,1985,8432216062,Editorial Seix Barral,http://images.amazon.com/images/P/8432216062.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8432216062.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8432216062.01.LZZZZZZZ.jpg
348,The Door Into Summer,Robert A. Heinlein,8194,9052,5110,984,237,1159,304,Paperback,English,2055615,,1957,0345413997,Del Rey Books,http://images.amazon.com/images/P/0345413997.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413997.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413997.01.LZZZZZZZ.jpg
350,Stranger in a Strange Land,"Robert A. Heinlein, James Warhola",108905,86037,54894,19876,12172,8301,525,Paperback,English,908211,,1961,0441788386,Ace Books,http://images.amazon.com/images/P/0441788386.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441788386.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441788386.01.LZZZZZZZ.jpg
354,To Sail Beyond the Sunset,Robert A. Heinlein,3508,3628,2590,732,273,223,434,Mass Market Paperback,English,347280,The World As Myth,1987,0441748600,Ace Books,http://images.amazon.com/images/P/0441748600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441748600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441748600.01.LZZZZZZZ.jpg
355,Job: A Comedy of Justice,Robert A. Heinlein,4939,5618,4537,1457,400,517,439,Paperback,English,924656,,1984,0345316509,Del Rey Books,http://images.amazon.com/images/P/0345316509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345316509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345316509.01.LZZZZZZZ.jpg
357,The Long Dark Tea-Time of the Soul,"Douglas Adams, Wilson McLean",29964,31182,16929,3460,1083,1951,307,Mass Market Paperback,English,1096,Dirk Gently,1988,0671742515,Pocket,http://images.amazon.com/images/P/0671742515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671742515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671742515.01.LZZZZZZZ.jpg
367,Douglas Adams's Starship Titanic,Terry Jones,2675,3590,3729,1244,341,395,256,Paperback,English,11632,,1997,0345368436,Ballantine Books,http://images.amazon.com/images/P/0345368436.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345368436.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345368436.01.LZZZZZZZ.jpg
394,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,3481,2422,1276,343,135,251,317,Paperback,English,4691,,1992,0671867423,Simon &amp; Schuster,http://images.amazon.com/images/P/0671867423.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867423.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867423.01.LZZZZZZZ.jpg
400,Libra,Don DeLillo,4787,6028,2899,668,203,898,480,Paperback,English,1011400,,1988,0140156046,Penguin Books,http://images.amazon.com/images/P/0140156046.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140156046.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140156046.01.LZZZZZZZ.jpg
403,Americana,Don DeLillo,697,1717,1813,651,195,410,377,Paperback,English,3034637,,1971,0140119485,Penguin Books,http://images.amazon.com/images/P/0140119485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140119485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140119485.01.LZZZZZZZ.jpg
399,Underworld,Don DeLillo,10164,9059,5239,2040,961,2036,827,Paperback,English,2968156,,1997,0684848155,Scribner,http://images.amazon.com/images/P/0684848155.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684848155.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684848155.01.LZZZZZZZ.jpg
408,The Names,Don DeLillo,876,1319,1122,391,119,291,339,Paperback,English,2320,,1982,0679722955,Vintage Books USA,http://images.amazon.com/images/P/0679722955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679722955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679722955.01.LZZZZZZZ.jpg
410,V.,Thomas Pynchon,6897,7376,3755,1104,538,1078,547,Paperback,English,2999000,,1963,0060930217,Perennial Classics,http://images.amazon.com/images/P/0060930217.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060930217.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060930217.01.LZZZZZZZ.jpg
407,Great Jones Street,Don DeLillo,448,1075,1112,347,83,233,272,Paperback,English,1752467,,1973,0140179178,Penguin Books,http://images.amazon.com/images/P/0140179178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140179178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140179178.01.LZZZZZZZ.jpg
411,The Crying of Lot 49,Thomas Pynchon,19792,25959,18126,7293,3506,4695,152,Paperback,English,1477756,,1966,0060931671,Perennial Classics,http://images.amazon.com/images/P/0060931671.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060931671.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060931671.01.LZZZZZZZ.jpg
418,Been Down So Long It Looks Like Up To Me,"Richard Fariña, Thomas Pynchon",830,1061,748,221,81,276,352,Paperback,English,2942907,,1966,0140189300,Penguin Books,http://images.amazon.com/images/P/0140189300.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140189300.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140189300.01.LZZZZZZZ.jpg
413,Mason & Dixon,Thomas Pynchon,4261,2979,1568,529,262,841,773,Paperback,English,1935,,1997,0312423209,Picador,http://images.amazon.com/images/P/0312423209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312423209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312423209.01.LZZZZZZZ.jpg
421,The White Album,Joan Didion,7223,7394,3076,543,115,1361,224,Paperback,English,682500,,1979,0374522219,Farrar Straus Giroux,http://images.amazon.com/images/P/0374522219.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374522219.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374522219.01.LZZZZZZZ.jpg
412,Gravity's Rainbow,Thomas Pynchon,17990,10959,6002,3061,2429,3309,784,Paperback,English,866393,,1973,0140283382,Penguin Books,http://images.amazon.com/images/P/0140283382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140283382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140283382.01.LZZZZZZZ.jpg
414,Vineland,Thomas Pynchon,2206,3779,2792,814,267,658,385,Paperback,English,1934,,1990,0141180633,Penguin Books,http://images.amazon.com/images/P/0141180633.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141180633.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141180633.01.LZZZZZZZ.jpg
